티커,구성종목명,계약수,평가금액,구성금액,비중
000660,SK하이닉스,57.0,53466000,54435000,0.0
0043Y0,TIME 차이나AI테크액티브,1502.0,23709070,24062040,0.0
440110,파두,289.0,18409300,18264800,0.0
006400,삼성SDI,44.0,17754000,17600000,0.0
034020,두산에너빌리티,156.0,15990000,15756000,0.0
010120,LS ELECTRIC,16.0,11584000,11552000,0.0
267260,HD현대일렉트릭,12.0,11292000,11268000,0.0
009150,삼성전기,10.0,4020000,4060000,0.0
2079K1,ALPHABET INC-CL C,71.0,0,0,0.0
231351,AMAZON.COM INC,25.0,0,0,0.0
3823U1,APPLIED OPTOELECTRONICS INC,58.0,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,8.0,0,0,0.0
0217D1,AST SPACEMOBILE INC,45.0,0,0,0.0
0246W1,AXT INC,175.0,0,0,0.0
937121,BLOOM ENERGY CORP- A,207.0,0,0,0.0
3321L1,CAMECO CORP,60.0,0,0,0.0
717793,CIENA CORP,86.0,0,0,0.0
725731,CIRCLE INTERNET GROUP INC,133.0,0,0,0.0
9247G1,COHERENT CORP,71.0,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,77.0,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,12.0,0,0,0.0
926717,ENERGY FUELS INC,294.0,0,0,0.0
100003,GANFENG LITHIUM GROUP CO L-H,1725.0,0,0,0.0
6828A1,GE VERNOVA INC,24.0,0,0,0.0
581401,INTEL CORP,214.0,0,0,0.0
4980X1,IPG PHOTONICS CORP,44.0,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,30.0,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,14.0,0,0,0.0
949181,MICROSOFT CORP,12.0,0,0,0.0
7066G1,NVIDIA CORP,159.0,0,0,0.0
731211,ROCKET LAB CORP,117.0,0,0,0.0
9466L3,SALESFORCE INC,27.0,0,0,0.0
0004C2,SANDISK CORP,59.0,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,31.0,0,0,0.0
2706C1,SILICON MOTION TECHNOL-ADR,111.0,0,0,0.0
949724,STRATEGY INC,66.0,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,46.0,0,0,0.0
8160R1,TESLA INC,21.0,0,0,0.0
010823,TOWER SEMICONDUCTOR LTD,63.0,0,0,0.0
168961,URANIUM ENERGY CORP,488.0,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,30.0,0,0,0.0
581021,WESTERN DIGITAL CORP,46.0,0,0,0.0
010010,원화현금,0.0,0,17460011,0.0
H00000,설정현금액,0.0,0,807909345,0.0
