티커,구성종목명,계약수,평가금액,구성금액,비중
0B4BNM,ACCENTURE PLC-CL A,93.0,0,0,0.0
079031,ADVANCED MICRO DEVICES,49.0,0,0,0.0
1609W1,ALIBABA GROUP HOLDING-SP ADR,172.0,0,0,0.0
2079K1,ALPHABET INC-CL C,67.0,0,0,0.0
231351,AMAZON.COM INC,101.0,0,0,0.0
3823U1,APPLIED OPTOELECTRONICS INC,151.0,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,55.0,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,8.0,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,106.0,0,0,0.0
4703L2,DELL TECHNOLOGIES -C,35.0,0,0,0.0
786421,EBAY INC,65.0,0,0,0.0
100002,EOPTOLINK TECHNOLOGY INC L-A,135.0,0,0,0.0
811000,FUJIKURA LTD,256.0,0,0,0.0
581401,INTEL CORP,287.0,0,0,0.0
592001,INTL BUSINESS MACHINES CORP,73.0,0,0,0.0
236330,KIOXIA HOLDINGS CORP,96.0,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,20.0,0,0,0.0
8733R1,MERCADOLIBRE INC,8.0,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,27.0,0,0,0.0
6181S1,MINIMAX GROUP INC,292.0,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,374.0,0,0,0.0
NQU6,NASDAQ 100 E-MINI INDEX SEPT 2026,0.06,47607444,0,0.0
7066G1,NVIDIA CORP,117.0,0,0,0.0
223041,PDD HOLDINGS INC,84.0,0,0,0.0
475251,QUALCOMM INC,62.0,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,89.0,0,0,0.0
766961,ROPER TECHNOLOGIES INC,28.0,0,0,0.0
9466L3,SALESFORCE INC,111.0,0,0,0.0
0004C2,SANDISK CORP,27.0,0,0,0.0
030542,SAP SE-SPONSORED ADR,104.0,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,29.0,0,0,0.0
1762P1,SERVICENOW INC,169.0,0,0,0.0
8392B2,SK HYNIX INC-ADR,209.0,0,0,0.0
334451,SNOWFLAKE INC,103.0,0,0,0.0
949724,STRATEGY INC,148.0,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,24.0,0,0,0.0
8160R1,TESLA INC,45.0,0,0,0.0
0043Y0,TIME 차이나AI테크액티브,1597.0,30846055,0,0.0
581021,WESTERN DIGITAL CORP,58.0,0,0,0.0
100007,Z AI CO LTD,120.0,0,0,0.0
100001,ZHONGJI INNOLIGHT CO LTD-A,61.0,0,0,0.0
009150,삼성전기,21.0,28308000,0,0.0
010010,원화현금,0.0,0,24099607,0.0
H00000,설정현금액,0.0,0,1116353558,0.0
