티커,구성종목명,계약수,평가금액,구성금액,비중
034020,두산에너빌리티,14.82,1351156,1430130,0.0
079031,ADVANCED MICRO DEVICES,11.09,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,166.14,0,0,0.0
2079K3,ALPHABET INC-CL A,26.49,0,0,0.0
231351,AMAZON.COM INC,17.33,0,0,0.0
382221,APPLIED MATERIALS INC,10.12,0,0,0.0
3831W1,APPLOVIN CORP-CLASS A,2.59,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,3.71,0,0,0.0
070341,BAIDU INC-CLASS A,136.23,0,0,0.0
937121,BLOOM ENERGY CORP- A,61.4,0,0,0.0
1135F1,BROADCOM INC,27.78,0,0,0.0
3321L1,CAMECO CORP,26.0,0,0,0.0
5101Q2,CELESTICA INC,8.7,0,0,0.0
9247G1,COHERENT CORP,19.4,0,0,0.0
254571,CREDO TECHNOLOGY GROUP HOLDI,12.3,0,0,0.0
4379V1,FLUENCE ENERGY INC,103.32,0,0,0.0
811000,FUJIKURA LTD,21.49,0,0,0.0
6828A1,GE VERNOVA INC,5.45,0,0,0.0
000218,HUA HONG SEMICONDUCTOR LTD-H,357.17,0,0,0.0
581401,INTEL CORP,31.83,0,0,0.0
6222L1,IONQ INC,38.27,0,0,0.0
824801,KLA CORP,2.46,0,0,0.0
128073,LAM RESEARCH CORP,29.45,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,4.92,0,0,0.0
949181,MICROSOFT CORP,4.24,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,23.46,0,0,0.0
7066G1,NVIDIA CORP,69.36,0,0,0.0
2156V1,OKLO INC,21.29,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,17.7,0,0,0.0
974351,PALO ALTO NETWORKS INC,6.5,0,0,0.0
731211,ROCKET LAB CORP,39.82,0,0,0.0
0004C2,SANDISK CORP,22.87,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,17.78,0,0,0.0
00ENER,SIEMENS ENERGY AG,21.0,0,0,0.0
334451,SNOWFLAKE INC,8.98,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,20.94,0,0,0.0
875721,TENCENT HOLDINGS LTD,22.4,0,0,0.0
8160R1,TESLA INC,10.17,0,0,0.0
100006,UBTECH ROBOTICS CORP LTD-H,226.51,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,15.48,0,0,0.0
100000,WEICHAI POWER CO LTD-H,999.9,0,0,0.0
010010,원화현금,0.0,0,6049768,0.0
H00000,설정현금액,0.0,0,252948957,0.0
