티커,구성종목명,계약수,금액,시가총액,비중
079031,ADVANCED MICRO DEVICES,82.24,0,0,0.0
2079K3,ALPHABET INC-CL A,23.65,0,0,0.0
231351,AMAZON.COM INC,35.14,0,0,0.0
326541,ANALOG DEVICES INC,25.37,0,0,0.0
382221,APPLIED MATERIALS INC,6.38,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,27.4,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,1.38,0,0,0.0
937121,BLOOM ENERGY CORP- A,9.45,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,6.45,0,0,0.0
6828A1,GE VERNOVA INC,2.43,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,253.53,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,113.19,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,59.41,0,0,0.0
581401,INTEL CORP,79.76,0,0,0.0
592001,INTL BUSINESS MACHINES CORP,24.28,0,0,0.0
236330,KIOXIA HOLDINGS CORP,23.23,0,0,0.0
100007,KNOWLEDGE ATLAS TECHNOLOGY-H,12.7,0,0,0.0
128073,LAM RESEARCH CORP,10.8,0,0,0.0
738741,MARVELL TECHNOLOGY INC,15.18,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,4.06,0,0,0.0
951121,MICRON TECHNOLOGY INC,3.8,0,0,0.0
949181,MICROSOFT CORP,9.58,0,0,0.0
0937P1,MONGODB INC,10.21,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,202.96,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,44.49,0,0,0.0
4110D1,NETAPP INC,30.84,0,0,0.0
833441,ONTO INNOVATION INC,8.38,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,29.23,0,0,0.0
974351,PALO ALTO NETWORKS INC,7.63,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,32.31,0,0,0.0
0004C2,SANDISK CORP,4.24,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,9.94,0,0,0.0
8392B2,SK HYNIX INC-ADR W/I,29.47,0,0,0.0
334451,SNOWFLAKE INC,9.19,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,8.79,0,0,0.0
100000,SUZHOU DONGSHAN PRECISION-A,69.84,0,0,0.0
807701,TERADYNE INC,3.32,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,8.51,0,0,0.0
581021,WESTERN DIGITAL CORP,15.53,0,0,0.0
010010,원화현금,0.0,0,18544621,0.0
H00000,설정현금액,0.0,0,376531032,0.0
