티커,구성종목명,계약수,평가금액,구성금액,비중
000660,SK하이닉스,14.1,13156602,13000200,0.0
005930,삼성전자,33.81,6088465,6075657,0.0
034020,두산에너빌리티,38.13,3847173,3740553,0.0
005380,현대차,4.61,2261344,2281950,0.0
006400,삼성SDI,4.02,1592117,1630110,0.0
347700,스피어,17.63,883468,897367,0.0
0971T1,AKAMAI TECHNOLOGIES INC,21.54,0,0,0.0
382221,APPLIED MATERIALS INC,11.47,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,3.07,0,0,0.0
937121,BLOOM ENERGY CORP- A,39.9,0,0,0.0
1135F1,BROADCOM INC,2.69,0,0,0.0
3321L1,CAMECO CORP,31.43,0,0,0.0
717793,CIENA CORP,18.77,0,0,0.0
9247G1,COHERENT CORP,22.04,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,37.9,0,0,0.0
999081,COMFORT SYSTEMS USA INC,1.17,0,0,0.0
193501,CORNING INC,18.14,0,0,0.0
4703L2,DELL TECHNOLOGIES -C,18.61,0,0,0.0
1188V1,FASTLY INC - CLASS A,57.42,0,0,0.0
811000,FUJIKURA LTD,17.71,0,0,0.0
6828A1,GE VERNOVA INC,8.42,0,0,0.0
000218,HUA HONG SEMICONDUCTOR LTD-H,70.85,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,57.3,0,0,0.0
581401,INTEL CORP,36.27,0,0,0.0
7759T1,JINKOSOLAR HOLDING CO-ADR,35.19,0,0,0.0
9338L1,KEYSIGHT TECHNOLOGIES IN,8.63,0,0,0.0
824801,KLA CORP,2.74,0,0,0.0
100007,KNOWLEDGE ATLAS TECHNOLOGY-H,10.37,0,0,0.0
128073,LAM RESEARCH CORP,17.96,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,7.71,0,0,0.0
5405Y1,MACOM TECHNOLOGY SOLUTIONS H,10.85,0,0,0.0
738741,MARVELL TECHNOLOGY INC,17.38,0,0,0.0
763231,MASTEC INC,6.4,0,0,0.0
6181S1,MINIMAX GROUP INC,6.03,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,70.54,0,0,0.0
3942X1,NAVITAS SEMICONDUCTOR CORP,91.65,0,0,0.0
7066G1,NVIDIA CORP,9.76,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,11.07,0,0,0.0
2703X1,PLANET LABS PBC,49.1,0,0,0.0
731211,ROCKET LAB CORP,50.25,0,0,0.0
0004C2,SANDISK CORP,22.74,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,14.5,0,0,0.0
00ENER,SIEMENS ENERGY AG,14.01,0,0,0.0
716071,SYNOPSYS INC,7.79,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,7.74,0,0,0.0
807701,TERADYNE INC,6.97,0,0,0.0
8160R1,TESLA INC,4.51,0,0,0.0
010823,TOWER SEMICONDUCTOR LTD,19.25,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,25.75,0,0,0.0
010010,원화현금,0.0,0,2462774,0.0
H00000,설정현금액,0.0,0,256379532,0.0
