티커,구성종목명,계약수,금액,시가총액,비중
009150,삼성전기,4.05,5992706,6046650,0.0
005930,삼성전자,19.96,5538306,5548880,0.0
000660,SK하이닉스,2.43,5047000,5311980,0.0
079031,ADVANCED MICRO DEVICES,83.97,0,0,0.0
2079K3,ALPHABET INC-CL A,35.26,0,0,0.0
231351,AMAZON.COM INC,52.74,0,0,0.0
326541,ANALOG DEVICES INC,29.14,0,0,0.0
382221,APPLIED MATERIALS INC,6.52,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,27.97,0,0,0.0
937121,BLOOM ENERGY CORP- A,9.65,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,1.24,0,0,0.0
6828A1,GE VERNOVA INC,2.49,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,245.11,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,108.05,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,60.66,0,0,0.0
581401,INTEL CORP,88.85,0,0,0.0
592001,INTL BUSINESS MACHINES CORP,30.09,0,0,0.0
236330,KIOXIA HOLDINGS CORP,13.51,0,0,0.0
824801,KLA CORP,5.52,0,0,0.0
128073,LAM RESEARCH CORP,11.03,0,0,0.0
738741,MARVELL TECHNOLOGY INC,15.5,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,6.44,0,0,0.0
951121,MICRON TECHNOLOGY INC,5.22,0,0,0.0
949181,MICROSOFT CORP,19.98,0,0,0.0
0937P1,MONGODB INC,14.39,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,183.68,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,45.43,0,0,0.0
4110D1,NETAPP INC,31.49,0,0,0.0
833441,ONTO INNOVATION INC,4.24,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,29.85,0,0,0.0
974351,PALO ALTO NETWORKS INC,10.8,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,43.81,0,0,0.0
0004C2,SANDISK CORP,3.03,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,5.92,0,0,0.0
334451,SNOWFLAKE INC,9.38,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,8.97,0,0,0.0
100000,SUZHOU DONGSHAN PRECISION-A,38.14,0,0,0.0
807701,TERADYNE INC,3.39,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,8.69,0,0,0.0
581021,WESTERN DIGITAL CORP,9.22,0,0,0.0
010010,원화현금,0.0,0,8356860,0.0
H00000,설정현금액,0.0,0,365910736,0.0
