티커,구성종목명,계약수,금액,시가총액,비중
009150,삼성전기,4.02,6000804,6367680,0.0
005930,삼성전자,19.63,5457053,5594550,0.0
000660,SK하이닉스,1.34,2928724,2921200,0.0
079031,ADVANCED MICRO DEVICES,83.3,0,0,0.0
2079K3,ALPHABET INC-CL A,23.96,0,0,0.0
231351,AMAZON.COM INC,35.59,0,0,0.0
326541,ANALOG DEVICES INC,25.7,0,0,0.0
382221,APPLIED MATERIALS INC,6.46,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,27.75,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,1.4,0,0,0.0
937121,BLOOM ENERGY CORP- A,9.57,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,1.23,0,0,0.0
6828A1,GE VERNOVA INC,2.47,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,243.14,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,107.18,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,60.18,0,0,0.0
581401,INTEL CORP,88.14,0,0,0.0
592001,INTL BUSINESS MACHINES CORP,24.59,0,0,0.0
236330,KIOXIA HOLDINGS CORP,21.44,0,0,0.0
824801,KLA CORP,5.48,0,0,0.0
100007,KNOWLEDGE ATLAS TECHNOLOGY-H,10.28,0,0,0.0
128073,LAM RESEARCH CORP,10.94,0,0,0.0
738741,MARVELL TECHNOLOGY INC,15.38,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,4.11,0,0,0.0
951121,MICRON TECHNOLOGY INC,7.82,0,0,0.0
949181,MICROSOFT CORP,9.71,0,0,0.0
0937P1,MONGODB INC,10.34,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,190.25,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,45.07,0,0,0.0
4110D1,NETAPP INC,31.24,0,0,0.0
833441,ONTO INNOVATION INC,8.49,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,29.61,0,0,0.0
974351,PALO ALTO NETWORKS INC,7.73,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,32.72,0,0,0.0
0004C2,SANDISK CORP,4.3,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,10.07,0,0,0.0
334451,SNOWFLAKE INC,9.3,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,8.9,0,0,0.0
100000,SUZHOU DONGSHAN PRECISION-A,67.42,0,0,0.0
807701,TERADYNE INC,3.37,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,8.62,0,0,0.0
581021,WESTERN DIGITAL CORP,15.73,0,0,0.0
010010,원화현금,0.0,0,8506371,0.0
H00000,설정현금액,0.0,0,368360886,0.0
