티커,구성종목명,계약수,금액,시가총액,비중
079031,ADVANCED MICRO DEVICES,85.7,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,242.25,0,0,0.0
2079K3,ALPHABET INC-CL A,25.24,0,0,0.0
231351,AMAZON.COM INC,36.72,0,0,0.0
326541,ANALOG DEVICES INC,25.49,0,0,0.0
382221,APPLIED MATERIALS INC,6.41,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,27.53,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,3.43,0,0,0.0
937121,BLOOM ENERGY CORP- A,9.49,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,11.57,0,0,0.0
6828A1,GE VERNOVA INC,2.45,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,206.61,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,84.82,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,59.7,0,0,0.0
581401,INTEL CORP,80.14,0,0,0.0
236330,KIOXIA HOLDINGS CORP,29.24,0,0,0.0
100007,KNOWLEDGE ATLAS TECHNOLOGY-H,15.95,0,0,0.0
128073,LAM RESEARCH CORP,10.86,0,0,0.0
738741,MARVELL TECHNOLOGY INC,15.25,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,3.64,0,0,0.0
949181,MICROSOFT CORP,11.82,0,0,0.0
0937P1,MONGODB INC,10.26,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,186.07,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,36.04,0,0,0.0
4110D1,NETAPP INC,14.54,0,0,0.0
833441,ONTO INNOVATION INC,8.42,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,29.37,0,0,0.0
974351,PALO ALTO NETWORKS INC,7.67,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,32.46,0,0,0.0
0004C2,SANDISK CORP,5.08,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,8.48,0,0,0.0
8392B2,SK HYNIX INC-ADR,26.56,0,0,0.0
334451,SNOWFLAKE INC,9.23,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,8.83,0,0,0.0
100000,SUZHOU DONGSHAN PRECISION-A,65.92,0,0,0.0
807701,TERADYNE INC,6.9,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,8.55,0,0,0.0
581021,WESTERN DIGITAL CORP,13.68,0,0,0.0
010010,원화현금,0.0,0,18808149,0.0
H00000,설정현금액,0.0,0,352828153,0.0
