티커,구성종목명,계약수,금액,시가총액,비중
079031,ADVANCED MICRO DEVICES,77.9,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,283.9,0,0,0.0
2079K3,ALPHABET INC-CL A,25.18,0,0,0.0
231351,AMAZON.COM INC,36.64,0,0,0.0
326541,ANALOG DEVICES INC,20.85,0,0,0.0
382221,APPLIED MATERIALS INC,4.84,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,27.47,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,2.9,0,0,0.0
937121,BLOOM ENERGY CORP- A,3.37,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,6.18,0,0,0.0
6828A1,GE VERNOVA INC,1.16,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,212.2,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,79.58,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,60.88,0,0,0.0
581401,INTEL CORP,102.32,0,0,0.0
236330,KIOXIA HOLDINGS CORP,34.48,0,0,0.0
128073,LAM RESEARCH CORP,8.57,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,4.92,0,0,0.0
738741,MARVELL TECHNOLOGY INC,19.58,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,1.75,0,0,0.0
949181,MICROSOFT CORP,13.4,0,0,0.0
0937P1,MONGODB INC,10.23,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,159.15,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,39.79,0,0,0.0
833441,ONTO INNOVATION INC,8.4,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,31.71,0,0,0.0
974351,PALO ALTO NETWORKS INC,6.88,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,32.39,0,0,0.0
0004C2,SANDISK CORP,5.71,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,11.41,0,0,0.0
8392B2,SK HYNIX INC-ADR,41.04,0,0,0.0
334451,SNOWFLAKE INC,11.46,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,8.81,0,0,0.0
807701,TERADYNE INC,6.29,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,3.8,0,0,0.0
581021,WESTERN DIGITAL CORP,18.61,0,0,0.0
9830T1,XIAOMI CORP-CLASS B,159.15,0,0,0.0
100007,Z AI CO LTD,21.22,0,0,0.0
010010,원화현금,0.0,0,15218638,0.0
H00000,설정현금액,0.0,0,313132447,0.0
