티커,구성종목명,계약수,금액,시가총액,비중
079031,ADVANCED MICRO DEVICES,85.84,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,284.96,0,0,0.0
2079K3,ALPHABET INC-CL A,25.28,0,0,0.0
231351,AMAZON.COM INC,36.78,0,0,0.0
326541,ANALOG DEVICES INC,20.93,0,0,0.0
382221,APPLIED MATERIALS INC,5.86,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,27.57,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,3.28,0,0,0.0
937121,BLOOM ENERGY CORP- A,3.39,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,6.2,0,0,0.0
6828A1,GE VERNOVA INC,2.07,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,234.76,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,84.95,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,59.79,0,0,0.0
581401,INTEL CORP,101.0,0,0,0.0
236330,KIOXIA HOLDINGS CORP,29.29,0,0,0.0
128073,LAM RESEARCH CORP,10.27,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,3.39,0,0,0.0
738741,MARVELL TECHNOLOGY INC,15.28,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,3.64,0,0,0.0
949181,MICROSOFT CORP,11.84,0,0,0.0
0937P1,MONGODB INC,10.27,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,184.4,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,40.68,0,0,0.0
833441,ONTO INNOVATION INC,8.43,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,29.42,0,0,0.0
974351,PALO ALTO NETWORKS INC,6.91,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,32.51,0,0,0.0
0004C2,SANDISK CORP,6.69,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,10.59,0,0,0.0
8392B2,SK HYNIX INC-ADR,41.19,0,0,0.0
334451,SNOWFLAKE INC,9.24,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,8.84,0,0,0.0
100000,SUZHOU DONGSHAN PRECISION-A,66.03,0,0,0.0
807701,TERADYNE INC,6.32,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,7.64,0,0,0.0
581021,WESTERN DIGITAL CORP,17.23,0,0,0.0
100007,Z AI CO LTD,21.3,0,0,0.0
010010,원화현금,0.0,0,6276847,0.0
H00000,설정현금액,0.0,0,346120706,0.0
