티커,구성종목명,계약수,금액,시가총액,비중
009150,삼성전기,5.46,6711310,6977880,0.0
005930,삼성전자,9.8,2259623,2263800,0.0
079031,ADVANCED MICRO DEVICES,59.45,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,215.86,0,0,0.0
2079K3,ALPHABET INC-CL A,27.38,0,0,0.0
231351,AMAZON.COM INC,37.36,0,0,0.0
326541,ANALOG DEVICES INC,9.08,0,0,0.0
382221,APPLIED MATERIALS INC,4.13,0,0,0.0
3823U1,APPLIED OPTOELECTRONICS INC,17.57,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,22.88,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,1.97,0,0,0.0
937121,BLOOM ENERGY CORP- A,3.44,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,21.9,0,0,0.0
3804L1,DATADOG INC - CLASS A,12.04,0,0,0.0
6828A1,GE VERNOVA INC,0.65,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,99.94,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,38.67,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,31.8,0,0,0.0
581401,INTEL CORP,104.31,0,0,0.0
236330,KIOXIA HOLDINGS CORP,26.88,0,0,0.0
128073,LAM RESEARCH CORP,7.17,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,5.6,0,0,0.0
738741,MARVELL TECHNOLOGY INC,28.22,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,7.5,0,0,0.0
951121,MICRON TECHNOLOGY INC,3.89,0,0,0.0
949181,MICROSOFT CORP,20.36,0,0,0.0
6181S1,MINIMAX GROUP INC,70.62,0,0,0.0
0937P1,MONGODB INC,11.99,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,151.92,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,16.55,0,0,0.0
7066G1,NVIDIA CORP,30.18,0,0,0.0
833441,ONTO INNOVATION INC,7.99,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,21.3,0,0,0.0
974351,PALO ALTO NETWORKS INC,12.62,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,33.02,0,0,0.0
0004C2,SANDISK CORP,5.22,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,9.21,0,0,0.0
1762P1,SERVICENOW INC,28.72,0,0,0.0
8392B2,SK HYNIX INC-ADR,46.71,0,0,0.0
334451,SNOWFLAKE INC,13.61,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,10.18,0,0,0.0
807701,TERADYNE INC,5.66,0,0,0.0
010823,TOWER SEMICONDUCTOR LTD,4.67,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,2.67,0,0,0.0
581021,WESTERN DIGITAL CORP,14.86,0,0,0.0
010010,원화현금,0.0,0,2170504,0.0
H00000,설정현금액,0.0,0,315145915,0.0
