티커,구성종목명,계약수,금액,시가총액,비중
079031,ADVANCED MICRO DEVICES,85.61,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,284.2,0,0,0.0
2079K3,ALPHABET INC-CL A,25.21,0,0,0.0
231351,AMAZON.COM INC,36.68,0,0,0.0
326541,ANALOG DEVICES INC,20.88,0,0,0.0
382221,APPLIED MATERIALS INC,6.08,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,27.5,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,3.27,0,0,0.0
937121,BLOOM ENERGY CORP- A,3.38,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,6.18,0,0,0.0
6828A1,GE VERNOVA INC,1.16,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,234.13,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,84.73,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,60.95,0,0,0.0
581401,INTEL CORP,109.18,0,0,0.0
236330,KIOXIA HOLDINGS CORP,37.17,0,0,0.0
128073,LAM RESEARCH CORP,10.7,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,4.92,0,0,0.0
738741,MARVELL TECHNOLOGY INC,19.6,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,3.63,0,0,0.0
949181,MICROSOFT CORP,11.81,0,0,0.0
0937P1,MONGODB INC,10.24,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,165.11,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,40.57,0,0,0.0
833441,ONTO INNOVATION INC,8.41,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,29.34,0,0,0.0
974351,PALO ALTO NETWORKS INC,6.89,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,32.43,0,0,0.0
0004C2,SANDISK CORP,6.67,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,11.42,0,0,0.0
8392B2,SK HYNIX INC-ADR,41.08,0,0,0.0
334451,SNOWFLAKE INC,9.22,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,8.82,0,0,0.0
807701,TERADYNE INC,6.3,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,3.8,0,0,0.0
581021,WESTERN DIGITAL CORP,18.63,0,0,0.0
100007,Z AI CO LTD,23.9,0,0,0.0
010010,원화현금,0.0,0,2061243,0.0
H00000,설정현금액,0.0,0,322786248,0.0
