티커,구성종목명,계약수,평가금액,구성금액,비중
034020,두산에너빌리티,15.77,1597339,1627464,0.0
079031,ADVANCED MICRO DEVICES,4.35,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,42.67,0,0,0.0
2079K3,ALPHABET INC-CL A,11.33,0,0,0.0
231351,AMAZON.COM INC,8.59,0,0,0.0
382221,APPLIED MATERIALS INC,13.95,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,4.12,0,0,0.0
070341,BAIDU INC-CLASS A,48.66,0,0,0.0
937121,BLOOM ENERGY CORP- A,62.49,0,0,0.0
1135F1,BROADCOM INC,25.29,0,0,0.0
3321L1,CAMECO CORP,28.71,0,0,0.0
5101Q2,CELESTICA INC,6.05,0,0,0.0
717793,CIENA CORP,9.88,0,0,0.0
9247G1,COHERENT CORP,14.45,0,0,0.0
254571,CREDO TECHNOLOGY GROUP HOLDI,19.74,0,0,0.0
5402D1,DIGITALOCEAN HOLDINGS INC,12.69,0,0,0.0
3323L1,FABRINET,2.95,0,0,0.0
811000,FUJIKURA LTD,22.87,0,0,0.0
6828A1,GE VERNOVA INC,8.64,0,0,0.0
000218,HUA HONG SEMICONDUCTOR LTD-H,134.12,0,0,0.0
581401,INTEL CORP,19.59,0,0,0.0
6222L1,IONQ INC,27.7,0,0,0.0
824801,KLA CORP,2.92,0,0,0.0
128073,LAM RESEARCH CORP,28.98,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,5.05,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,2.62,0,0,0.0
949181,MICROSOFT CORP,4.34,0,0,0.0
6181S1,MINIMAX GROUP INC,23.34,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,179.41,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,12.1,0,0,0.0
7066G1,NVIDIA CORP,75.58,0,0,0.0
2156V1,OKLO INC,26.48,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,13.06,0,0,0.0
731211,ROCKET LAB CORP,56.13,0,0,0.0
0004C2,SANDISK CORP,22.99,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,17.25,0,0,0.0
00ENER,SIEMENS ENERGY AG,21.63,0,0,0.0
334451,SNOWFLAKE INC,11.77,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,22.29,0,0,0.0
8160R1,TESLA INC,10.83,0,0,0.0
100006,UBTECH ROBOTICS CORP LTD-H,139.67,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,16.58,0,0,0.0
100000,WEICHAI POWER CO LTD-H,1290.44,0,0,0.0
010010,원화현금,0.0,0,6427653,0.0
H00000,설정현금액,0.0,0,251729734,0.0
