티커,구성종목명,계약수,금액,시가총액,비중
009150,삼성전기,6.21,9328130,9669415,0.0
005930,삼성전자,11.28,3024180,3097540,0.0
079031,ADVANCED MICRO DEVICES,51.76,0,0,0.0
2079K3,ALPHABET INC-CL A,28.53,0,0,0.0
231351,AMAZON.COM INC,36.67,0,0,0.0
326541,ANALOG DEVICES INC,8.57,0,0,0.0
382221,APPLIED MATERIALS INC,4.1,0,0,0.0
3823U1,APPLIED OPTOELECTRONICS INC,48.97,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,16.15,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,1.96,0,0,0.0
494681,ATLASSIAN CORP-CL A,25.47,0,0,0.0
254571,CREDO TECHNOLOGY GROUP HOLDI,18.84,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,19.23,0,0,0.0
3804L1,DATADOG INC - CLASS A,8.17,0,0,0.0
100003,GIGADEVICE SEMICONDUCTO-CL A,34.93,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,64.48,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,26.87,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,31.59,0,0,0.0
581401,INTEL CORP,103.64,0,0,0.0
236330,KIOXIA HOLDINGS CORP,26.65,0,0,0.0
128073,LAM RESEARCH CORP,7.13,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,6.4,0,0,0.0
738741,MARVELL TECHNOLOGY INC,36.32,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,10.95,0,0,0.0
951121,MICRON TECHNOLOGY INC,4.58,0,0,0.0
949181,MICROSOFT CORP,21.44,0,0,0.0
6181S1,MINIMAX GROUP INC,85.44,0,0,0.0
0937P1,MONGODB INC,7.52,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,159.05,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,10.75,0,0,0.0
7066G1,NVIDIA CORP,19.92,0,0,0.0
833441,ONTO INNOVATION INC,3.72,0,0,0.0
8389X1,ORACLE CORP,18.64,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,15.39,0,0,0.0
974351,PALO ALTO NETWORKS INC,11.26,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,23.88,0,0,0.0
0004C2,SANDISK CORP,5.19,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,7.57,0,0,0.0
1762P1,SERVICENOW INC,24.59,0,0,0.0
8392B2,SK HYNIX INC-ADR,46.41,0,0,0.0
334451,SNOWFLAKE INC,9.91,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,4.4,0,0,0.0
807701,TERADYNE INC,2.97,0,0,0.0
010823,TOWER SEMICONDUCTOR LTD,9.64,0,0,0.0
581021,WESTERN DIGITAL CORP,14.77,0,0,0.0
010010,원화현금,0.0,0,1905408,0.0
H00000,설정현금액,0.0,0,319183663,0.0
