티커,구성종목명,계약수,금액,시가총액,비중
079031,ADVANCED MICRO DEVICES,85.88,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,285.11,0,0,0.0
2079K3,ALPHABET INC-CL A,25.29,0,0,0.0
231351,AMAZON.COM INC,36.8,0,0,0.0
326541,ANALOG DEVICES INC,20.94,0,0,0.0
382221,APPLIED MATERIALS INC,6.43,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,27.59,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,3.44,0,0,0.0
937121,BLOOM ENERGY CORP- A,3.39,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,11.59,0,0,0.0
6828A1,GE VERNOVA INC,2.07,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,234.88,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,85.0,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,59.82,0,0,0.0
581401,INTEL CORP,101.05,0,0,0.0
236330,KIOXIA HOLDINGS CORP,37.29,0,0,0.0
128073,LAM RESEARCH CORP,10.88,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,2.91,0,0,0.0
738741,MARVELL TECHNOLOGY INC,15.29,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,3.64,0,0,0.0
949181,MICROSOFT CORP,11.85,0,0,0.0
0937P1,MONGODB INC,10.28,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,167.61,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,37.93,0,0,0.0
833441,ONTO INNOVATION INC,8.44,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,29.44,0,0,0.0
974351,PALO ALTO NETWORKS INC,7.68,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,32.53,0,0,0.0
0004C2,SANDISK CORP,6.41,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,9.72,0,0,0.0
8392B2,SK HYNIX INC-ADR,36.87,0,0,0.0
334451,SNOWFLAKE INC,9.25,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,8.85,0,0,0.0
100000,SUZHOU DONGSHAN PRECISION-A,66.06,0,0,0.0
807701,TERADYNE INC,6.92,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,7.64,0,0,0.0
581021,WESTERN DIGITAL CORP,16.01,0,0,0.0
100007,Z AI CO LTD,18.77,0,0,0.0
010010,원화현금,0.0,0,6444973,0.0
H00000,설정현금액,0.0,0,323522875,0.0
