티커,구성종목명,계약수,평가금액,구성금액,비중
034020,두산에너빌리티,15.57,1611298,1588140,0.0
079031,ADVANCED MICRO DEVICES,8.14,0,0,0.0
017191,ALIBABA GROUP HOLDING LTD,96.09,0,0,0.0
2079K3,ALPHABET INC-CL A,11.19,0,0,0.0
231351,AMAZON.COM INC,8.48,0,0,0.0
382221,APPLIED MATERIALS INC,13.78,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,4.07,0,0,0.0
070341,BAIDU INC-CLASS A,108.27,0,0,0.0
937121,BLOOM ENERGY CORP- A,64.52,0,0,0.0
1135F1,BROADCOM INC,28.79,0,0,0.0
3321L1,CAMECO CORP,30.15,0,0,0.0
5101Q2,CELESTICA INC,5.97,0,0,0.0
717793,CIENA CORP,5.83,0,0,0.0
9247G1,COHERENT CORP,15.48,0,0,0.0
254571,CREDO TECHNOLOGY GROUP HOLDI,19.48,0,0,0.0
5402D1,DIGITALOCEAN HOLDINGS INC,12.53,0,0,0.0
811000,FUJIKURA LTD,22.58,0,0,0.0
6828A1,GE VERNOVA INC,8.53,0,0,0.0
000218,HUA HONG SEMICONDUCTOR LTD-H,188.5,0,0,0.0
581401,INTEL CORP,35.86,0,0,0.0
6222L1,IONQ INC,30.9,0,0,0.0
824801,KLA CORP,2.89,0,0,0.0
128073,LAM RESEARCH CORP,28.62,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,4.01,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,2.59,0,0,0.0
949181,MICROSOFT CORP,4.28,0,0,0.0
6181S1,MINIMAX GROUP INC,14.12,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,107.97,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,22.53,0,0,0.0
7066G1,NVIDIA CORP,72.89,0,0,0.0
2156V1,OKLO INC,26.14,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,15.55,0,0,0.0
731211,ROCKET LAB CORP,55.42,0,0,0.0
0004C2,SANDISK CORP,22.7,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,17.03,0,0,0.0
00ENER,SIEMENS ENERGY AG,21.35,0,0,0.0
334451,SNOWFLAKE INC,11.62,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,22.0,0,0,0.0
8160R1,TESLA INC,10.69,0,0,0.0
100006,UBTECH ROBOTICS CORP LTD-H,191.32,0,0,0.0
2537N1,VERTIV HOLDINGS CO-A,16.37,0,0,0.0
100000,WEICHAI POWER CO LTD-H,1492.38,0,0,0.0
010010,원화현금,0.0,0,5689882,0.0
H00000,설정현금액,0.0,0,251081278,0.0
