티커,구성종목명,계약수,금액,시가총액,비중
009150,삼성전기,7.23,10412426,9971411,0.0
005930,삼성전자,17.68,4745848,4427688,0.0
079031,ADVANCED MICRO DEVICES,51.59,0,0,0.0
2079K3,ALPHABET INC-CL A,28.44,0,0,0.0
231351,AMAZON.COM INC,36.56,0,0,0.0
326541,ANALOG DEVICES INC,8.54,0,0,0.0
382221,APPLIED MATERIALS INC,4.09,0,0,0.0
3823U1,APPLIED OPTOELECTRONICS INC,48.81,0,0,0.0
420682,ARM HOLDINGS PLC-ADR,14.97,0,0,0.0
070592,ASML HOLDING NV-NY REG SHS,1.95,0,0,0.0
4626A1,ASTERA LABS INC,3.65,0,0,0.0
494681,ATLASSIAN CORP-CL A,27.64,0,0,0.0
254571,CREDO TECHNOLOGY GROUP HOLDI,17.99,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,16.05,0,0,0.0
3804L1,DATADOG INC - CLASS A,8.15,0,0,0.0
100003,GIGADEVICE SEMICONDUCTO-CL A,53.56,0,0,0.0
000218,HUA HONG GRACE SEMICONDUCTOR,37.49,0,0,0.0
100005,HYGON INFORMATION TECHNOLO-A,10.71,0,0,0.0
006231,INFINEON TECHNOLOGIES AG,31.49,0,0,0.0
581401,INTEL CORP,103.3,0,0,0.0
236330,KIOXIA HOLDINGS CORP,33.21,0,0,0.0
128073,LAM RESEARCH CORP,7.1,0,0,0.0
5024U1,LUMENTUM HOLDINGS INC,6.38,0,0,0.0
738741,MARVELL TECHNOLOGY INC,36.2,0,0,0.0
0303M1,META PLATFORMS INC-CLASS A,10.91,0,0,0.0
951121,MICRON TECHNOLOGY INC,5.95,0,0,0.0
949181,MICROSOFT CORP,21.37,0,0,0.0
6181S1,MINIMAX GROUP INC,57.73,0,0,0.0
0937P1,MONGODB INC,4.93,0,0,0.0
914400,MURATA MANUFACTURING CO LTD,171.4,0,0,0.0
100000,NAURA TECHNOLOGY GROUP CO-A,8.57,0,0,0.0
7066G1,NVIDIA CORP,18.32,0,0,0.0
833441,ONTO INNOVATION INC,3.71,0,0,0.0
8389X1,ORACLE CORP,22.03,0,0,0.0
9608A1,PALANTIR TECHNOLOGIES INC-A,15.35,0,0,0.0
974351,PALO ALTO NETWORKS INC,9.04,0,0,0.0
707001,ROBINHOOD MARKETS INC - A,23.8,0,0,0.0
0004C2,SANDISK CORP,5.64,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY HOLDINGS,7.54,0,0,0.0
8392B2,SK HYNIX INC-ADR,46.26,0,0,0.0
334451,SNOWFLAKE INC,8.5,0,0,0.0
4615Q1,SPACE EXPLORATION TECHN-CL A,4.39,0,0,0.0
807701,TERADYNE INC,2.96,0,0,0.0
010823,TOWER SEMICONDUCTOR LTD,9.61,0,0,0.0
581021,WESTERN DIGITAL CORP,14.72,0,0,0.0
010010,원화현금,0.0,0,540012,0.0
H00000,설정현금액,0.0,0,332738639,0.0
