티커,구성종목명,계약수,금액,시가총액,비중
000660,SK하이닉스,26.0,56836000,56680000,0.0
005930,삼성전자,186.0,51708000,53010000,0.0
095610,테스,99.0,14355000,17592300,0.0
356860,티엘비,43.0,2954100,3233600,0.0
079031,ADVANCED MICRO DEVICES,163.84,0,0,0.0
122400,ADVANTEST CORP,90.36,0,0,0.0
382221,APPLIED MATERIALS INC,28.68,0,0,0.0
420682,ARM Holdings PLC,116.24,0,0,0.0
070592,ASML HOLDING,11.94,0,0,0.0
3823U1,Applied Optoelectronics Inc,25.92,0,0,0.0
4626A1,Astera Labs Inc,47.92,0,0,0.0
937121,BLOOM ENERGY CORPORATION,143.19,0,0,0.0
9247G1,COHERENT CORP,23.59,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,23.8,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,72.88,0,0,0.0
1873S1,Coreweave Inc,66.55,0,0,0.0
3804L1,DATADOG INC - CLASS A,206.37,0,0,0.0
4703L2,Dell Technologies Inc,23.99,0,0,0.0
6828A1,GE Vernova LLC,1.83,0,0,0.0
581401,INTEL Corp,767.84,0,0,0.0
236330,Kioxia Holdings Corp,153.71,0,0,0.0
128073,LAM RESEARCH,92.14,0,0,0.0
738741,MARVELL TECHNOLOGY INC,35.96,0,0,0.0
951121,MICRON TECH,37.78,0,0,0.0
0937P1,MONGODB INC,138.2,0,0,0.0
4110D1,NETAPP INC,162.42,0,0,0.0
974351,PALO ALTO NETWORKS INC,22.47,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY,71.56,0,0,0.0
0004C2,Sandisk Corp/DE,33.3,0,0,0.0
334451,Snowflake Inc   - CL A,309.84,0,0,0.0
4615Q1,Space Exploration Technologies Corp,50.82,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,8.61,0,0,0.0
740541,TAKE-TWO INTERACTIVE SOFTWRE,141.56,0,0,0.0
807701,TERADYNE INC,22.17,0,0,0.0
8160R1,TESLA MOTORS,39.47,0,0,0.0
581021,WESTERN DIGITAL,109.27,0,0,0.0
009805,YANDEX NV-A,27.38,0,0,0.0
010010,원화현금,0.0,0,74149231,0.0
H00000,설정현금액,0.0,0,1669579321,0.0
