티커,구성종목명,계약수,평가금액,구성금액,비중
005930,삼성전자,321.0,60315900,58903500,0.0
277810,레인보우로보틱스,53.0,40280000,39803000,0.0
0093D0,KoAct 팔란티어밸류체인액티브,988.0,14093820,14098760,0.0
079031,ADVANCED MICRO DEVICES,92.16,0,0,0.0
122400,ADVANTEST CORP,101.66,0,0,0.0
2079K1,ALPHABET INC-CL C,135.93,0,0,0.0
070592,ASML HOLDING,8.79,0,0,0.0
0217D1,AST SpaceMobile Inc,50.58,0,0,0.0
0246W1,AXT Inc,200.74,0,0,0.0
0971T1,Akamai Technologies Inc,163.13,0,0,0.0
231351,Amazon.com Inc,26.51,0,0,0.0
3823U1,Applied Optoelectronics Inc,69.56,0,0,0.0
937121,BLOOM ENERGY CORPORATION,183.46,0,0,0.0
1135F1,BROADCOM LTD,85.17,0,0,0.0
3321L1,CAMECO CORP,67.49,0,0,0.0
9247G1,COHERENT CORP,68.96,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,57.64,0,0,0.0
193501,CORNING INC,94.41,0,0,0.0
5643U1,Centrus Energy Corp,16.9,0,0,0.0
717793,Ciena Corp,68.33,0,0,0.0
725731,Circle Internet Group Inc,182.85,0,0,0.0
999081,Comfort Systems USA Inc,6.15,0,0,0.0
802400,FANUC,75.1,0,0,0.0
1188V1,Fastly Inc,488.13,0,0,0.0
6828A1,GE Vernova LLC,7.04,0,0,0.0
581401,INTEL Corp,215.38,0,0,0.0
000185,IREN Ltd,197.35,0,0,0.0
6120E6,Intuitive Surgical Inc,15.9,0,0,0.0
9338L1,KEYSIGHT TECH,28.53,0,0,0.0
824801,KLA Corp,8.21,0,0,0.0
236330,Kioxia Holdings Corp,68.0,0,0,0.0
128073,LAM RESEARCH,57.51,0,0,0.0
5024U1,Lumentum Holdings Inc,39.89,0,0,0.0
738741,MARVELL TECHNOLOGY INC,67.19,0,0,0.0
951121,MICRON TECH,122.53,0,0,0.0
7066G1,NVIDIA Corp,309.83,0,0,0.0
3044W3,POET Technologies Inc,1208.4,0,0,0.0
9608A1,Palantir Technologies Inc -A,200.14,0,0,0.0
672921,Riot Platforms Inc,681.54,0,0,0.0
707001,Robinhood Markets Inc,147.08,0,0,0.0
731211,Rocket Lab USA Inc,188.21,0,0,0.0
0004C2,Sandisk Corp/DE,89.69,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,15.61,0,0,0.0
807701,TERADYNE INC,44.02,0,0,0.0
8160R1,TESLA MOTORS,52.88,0,0,0.0
010823,Tower Semiconductor Ltd,61.13,0,0,0.0
2537N1,Vertiv Holdings Co,40.43,0,0,0.0
258151,Vicor Corp,31.88,0,0,0.0
581021,WESTERN DIGITAL,47.8,0,0,0.0
009805,YANDEX NV-A,86.46,0,0,0.0
010010,원화현금,0.0,0,10125532,0.0
H00000,설정현금액,0.0,0,1234011978,0.0
