티커,구성종목명,계약수,금액,시가총액,비중
005930,삼성전자,123.0,25461000,32287500,0.0
000660,SK하이닉스,16.0,21152000,27488000,0.0
009150,삼성전기,19.0,16701000,21698000,0.0
058610,에스피지,202.0,15513600,19109200,0.0
095610,테스,100.0,10000000,13000000,0.0
277810,레인보우로보틱스,27.0,10071000,11691000,0.0
108490,로보티즈,58.0,9187200,10660400,0.0
356860,티엘비,88.0,1808400,2323200,0.0
079031,ADVANCED MICRO DEVICES,120.29,0,0,0.0
122400,ADVANTEST CORP,88.4,0,0,0.0
1609W1,ALIBABA GROUP HOLDING-SP ADR,271.52,0,0,0.0
2079K3,ALPHABET INC-CL A,89.51,0,0,0.0
378331,APPLE Inc,175.0,0,0,0.0
382221,APPLIED MATERIALS INC,18.05,0,0,0.0
420682,ARM Holdings PLC,72.94,0,0,0.0
3823U1,Applied Optoelectronics Inc,106.32,0,0,0.0
4626A1,Astera Labs Inc,15.02,0,0,0.0
937121,BLOOM ENERGY CORPORATION,116.22,0,0,0.0
9247G1,COHERENT CORP,23.08,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,23.29,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,71.3,0,0,0.0
3804L1,DATADOG INC - CLASS A,201.9,0,0,0.0
4703L2,Dell Technologies Inc,23.47,0,0,0.0
6828A1,GE Vernova LLC,12.59,0,0,0.0
581401,INTEL Corp,417.42,0,0,0.0
5841N1,Interactive Brokers Group Inc,228.75,0,0,0.0
236330,Kioxia Holdings Corp,120.68,0,0,0.0
128073,LAM RESEARCH,73.14,0,0,0.0
5024U1,Lumentum Holdings Inc,13.38,0,0,0.0
738741,MARVELL TECHNOLOGY INC,35.18,0,0,0.0
951121,MICRON TECH,18.06,0,0,0.0
0937P1,MONGODB INC,135.2,0,0,0.0
153942,Moog Inc,23.0,0,0,0.0
4110D1,NETAPP INC,158.9,0,0,0.0
974351,PALO ALTO NETWORKS INC,36.9,0,0,0.0
707001,Robinhood Markets Inc,338.15,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY,53.16,0,0,0.0
8392B2,SK hynix Inc,57.36,0,0,0.0
0004C2,Sandisk Corp/DE,17.67,0,0,0.0
334451,Snowflake Inc   - CL A,303.13,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,8.42,0,0,0.0
807701,TERADYNE INC,21.69,0,0,0.0
8160R1,TESLA MOTORS,13.61,0,0,0.0
873891,Timken Co/The,69.0,0,0,0.0
581021,WESTERN DIGITAL,81.14,0,0,0.0
009805,YANDEX NV-A,26.79,0,0,0.0
010010,원화현금,0.0,0,14521116,0.0
H00000,설정현금액,0.0,0,1277347460,0.0
