티커,구성종목명,계약수,금액,시가총액,비중
005930,삼성전자,123.0,30012000,31857000,0.0
000660,SK하이닉스,16.0,28224000,29376000,0.0
009150,삼성전기,19.0,24225000,24890000,0.0
095610,테스,101.0,17250800,16735700,0.0
356860,티엘비,88.0,2934800,2948000,0.0
079031,ADVANCED MICRO DEVICES,165.22,0,0,0.0
122400,ADVANTEST CORP,91.12,0,0,0.0
382221,APPLIED MATERIALS INC,28.92,0,0,0.0
420682,ARM Holdings PLC,117.22,0,0,0.0
070592,ASML HOLDING,12.04,0,0,0.0
3823U1,Applied Optoelectronics Inc,213.7,0,0,0.0
4626A1,Astera Labs Inc,48.32,0,0,0.0
937121,BLOOM ENERGY CORPORATION,144.4,0,0,0.0
9247G1,COHERENT CORP,23.79,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,24.01,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,73.5,0,0,0.0
1873S1,Coreweave Inc,67.11,0,0,0.0
3804L1,DATADOG INC - CLASS A,208.11,0,0,0.0
4703L2,Dell Technologies Inc,24.2,0,0,0.0
6828A1,GE Vernova LLC,12.1,0,0,0.0
581401,INTEL Corp,774.33,0,0,0.0
5841N1,Interactive Brokers Group Inc,235.8,0,0,0.0
236330,Kioxia Holdings Corp,98.63,0,0,0.0
128073,LAM RESEARCH,92.92,0,0,0.0
5024U1,Lumentum Holdings Inc,36.47,0,0,0.0
738741,MARVELL TECHNOLOGY INC,36.26,0,0,0.0
951121,MICRON TECH,18.62,0,0,0.0
0937P1,MONGODB INC,139.37,0,0,0.0
4110D1,NETAPP INC,163.8,0,0,0.0
974351,PALO ALTO NETWORKS INC,22.66,0,0,0.0
707001,Robinhood Markets Inc,348.57,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY,43.46,0,0,0.0
8392B2,SK hynix Inc,95.01,0,0,0.0
0004C2,Sandisk Corp/DE,19.23,0,0,0.0
334451,Snowflake Inc   - CL A,312.46,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,8.68,0,0,0.0
807701,TERADYNE INC,22.36,0,0,0.0
8160R1,TESLA MOTORS,39.8,0,0,0.0
581021,WESTERN DIGITAL,65.09,0,0,0.0
009805,YANDEX NV-A,27.61,0,0,0.0
010010,원화현금,0.0,0,71517948,0.0
H00000,설정현금액,0.0,0,1472522191,0.0
