티커,구성종목명,계약수,금액,시가총액,비중
005930,삼성전자,123.0,31857000,32041500,0.0
000660,SK하이닉스,16.0,29376000,29280000,0.0
009150,삼성전기,19.0,24890000,25555000,0.0
095610,테스,101.0,16735700,15806500,0.0
277810,레인보우로보틱스,28.0,11522000,13398000,0.0
108490,로보티즈,59.0,11623000,12950500,0.0
356860,티엘비,88.0,2948000,2846800,0.0
079031,ADVANCED MICRO DEVICES,163.52,0,0,0.0
122400,ADVANTEST CORP,90.19,0,0,0.0
1609W1,ALIBABA GROUP HOLDING-SP ADR,189.74,0,0,0.0
2079K3,ALPHABET INC-CL A,62.91,0,0,0.0
382221,APPLIED MATERIALS INC,28.62,0,0,0.0
420682,ARM Holdings PLC,74.41,0,0,0.0
070592,ASML HOLDING,11.91,0,0,0.0
3823U1,Applied Optoelectronics Inc,211.5,0,0,0.0
4626A1,Astera Labs Inc,22.46,0,0,0.0
937121,BLOOM ENERGY CORPORATION,142.91,0,0,0.0
9247G1,COHERENT CORP,23.55,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,23.76,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,72.74,0,0,0.0
1873S1,Coreweave Inc,66.42,0,0,0.0
3804L1,DATADOG INC - CLASS A,205.97,0,0,0.0
4703L2,Dell Technologies Inc,23.95,0,0,0.0
6828A1,GE Vernova LLC,11.98,0,0,0.0
581401,INTEL Corp,536.03,0,0,0.0
5841N1,Interactive Brokers Group Inc,233.37,0,0,0.0
236330,Kioxia Holdings Corp,97.61,0,0,0.0
128073,LAM RESEARCH,91.96,0,0,0.0
5024U1,Lumentum Holdings Inc,36.09,0,0,0.0
738741,MARVELL TECHNOLOGY INC,35.89,0,0,0.0
951121,MICRON TECH,18.42,0,0,0.0
0937P1,MONGODB INC,137.93,0,0,0.0
4110D1,NETAPP INC,162.11,0,0,0.0
974351,PALO ALTO NETWORKS INC,37.65,0,0,0.0
707001,Robinhood Markets Inc,344.98,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY,43.01,0,0,0.0
8392B2,SK hynix Inc,58.52,0,0,0.0
0004C2,Sandisk Corp/DE,14.97,0,0,0.0
334451,Snowflake Inc   - CL A,309.24,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,8.59,0,0,0.0
807701,TERADYNE INC,22.13,0,0,0.0
8160R1,TESLA MOTORS,39.39,0,0,0.0
581021,WESTERN DIGITAL,64.42,0,0,0.0
009805,YANDEX NV-A,27.33,0,0,0.0
010010,원화현금,0.0,0,66244904,0.0
H00000,설정현금액,0.0,0,1482661868,0.0
