티커,구성종목명,계약수,금액,시가총액,비중
005930,삼성전자,307.0,73526500,73680000,0.0
000660,SK하이닉스,34.0,53278000,53618000,0.0
009150,삼성전기,33.0,38973000,39105000,0.0
095610,테스,228.0,29001600,30187200,0.0
058610,에스피지,205.0,22283500,22304000,0.0
108490,로보티즈,59.0,12714500,13717500,0.0
277810,레인보우로보틱스,28.0,12838000,13076000,0.0
356860,티엘비,88.0,2301200,2310000,0.0
079031,ADVANCED MICRO DEVICES,121.61,0,0,0.0
122400,ADVANTEST CORP,139.37,0,0,0.0
1609W1,ALIBABA GROUP HOLDING-SP ADR,274.5,0,0,0.0
382221,APPLIED MATERIALS INC,18.25,0,0,0.0
420682,ARM Holdings PLC,36.74,0,0,0.0
3823U1,Applied Optoelectronics Inc,107.48,0,0,0.0
4626A1,Astera Labs Inc,44.18,0,0,0.0
937121,BLOOM ENERGY CORPORATION,181.49,0,0,0.0
9247G1,COHERENT CORP,23.34,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,47.09,0,0,0.0
1873S1,Coreweave Inc,120.0,0,0,0.0
3804L1,DATADOG INC - CLASS A,170.12,0,0,0.0
4703L2,Dell Technologies Inc,23.73,0,0,0.0
4959E1,FORTINET INC,59.52,0,0,0.0
827200,Furukawa Electric Co Ltd,515.0,0,0,0.0
148800,IBIDEN,58.79,0,0,0.0
581401,INTEL Corp,422.01,0,0,0.0
5841N1,Interactive Brokers Group Inc,231.26,0,0,0.0
236330,Kioxia Holdings Corp,122.01,0,0,0.0
128073,LAM RESEARCH,73.95,0,0,0.0
5024U1,Lumentum Holdings Inc,13.53,0,0,0.0
738741,MARVELL TECHNOLOGY INC,35.57,0,0,0.0
951121,MICRON TECH,18.26,0,0,0.0
0937P1,MONGODB INC,136.69,0,0,0.0
914400,MURATA MFG CO,80.77,0,0,0.0
153942,Moog Inc,23.25,0,0,0.0
4110D1,NETAPP INC,160.65,0,0,0.0
974351,PALO ALTO NETWORKS INC,23.31,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY,53.74,0,0,0.0
8392B2,SK hynix Inc,57.99,0,0,0.0
0004C2,Sandisk Corp/DE,17.87,0,0,0.0
334451,Snowflake Inc   - CL A,276.46,0,0,0.0
807701,TERADYNE INC,21.93,0,0,0.0
873891,Timken Co/The,69.76,0,0,0.0
581021,WESTERN DIGITAL,82.03,0,0,0.0
009805,YANDEX NV-A,50.08,0,0,0.0
010010,원화현금,0.0,0,28414982,0.0
H00000,설정현금액,0.0,0,1384103020,0.0
